"Date","Price","Open","High","Low","Change %"
"Dec 26, 2010","3.288","3.288","3.288","3.288","-3.21%"
"Dec 19, 2010","3.397","3.397","3.397","3.397","1.95%"
"Dec 12, 2010","3.332","3.332","3.332","3.332","0.27%"
"Dec 05, 2010","3.323","3.323","3.323","3.323","10.51%"
"Nov 28, 2010","3.007","3.007","3.007","3.007","4.77%"
"Nov 21, 2010","2.870","2.870","2.870","2.870","-0.10%"
"Nov 14, 2010","2.873","2.873","2.873","2.873","3.01%"
"Nov 07, 2010","2.789","2.789","2.789","2.789","9.85%"
"Oct 31, 2010","2.539","2.539","2.539","2.539","-2.46%"
"Oct 24, 2010","2.603","2.603","2.603","2.603","1.64%"
"Oct 17, 2010","2.561","2.561","2.561","2.561","-0.23%"
"Oct 10, 2010","2.567","2.567","2.567","2.567","7.14%"
"Oct 03, 2010","2.396","2.396","2.396","2.396","-4.66%"
"Sep 26, 2010","2.513","2.513","2.513","2.513","-3.72%"
"Sep 19, 2010","2.610","2.610","2.610","2.610","-4.71%"
"Sep 12, 2010","2.739","2.739","2.739","2.739","-2.00%"
"Sep 05, 2010","2.795","2.795","2.795","2.795","3.44%"
"Aug 29, 2010","2.702","2.702","2.702","2.702","2.08%"
"Aug 22, 2010","2.647","2.647","2.647","2.647","1.26%"
"Aug 15, 2010","2.614","2.614","2.614","2.614","-2.43%"
"Aug 08, 2010","2.679","2.679","2.679","2.679","-5.07%"
"Aug 01, 2010","2.822","2.822","2.822","2.822","-2.86%"
"Jul 25, 2010","2.905","2.905","2.905","2.905","-3.17%"
"Jul 18, 2010","3.000","3.000","3.000","3.000","2.56%"
"Jul 11, 2010","2.925","2.925","2.925","2.925","-4.29%"
"Jul 04, 2010","3.056","3.056","3.056","3.056","2.41%"
"Jun 27, 2010","2.984","2.984","2.984","2.984","-4.05%"
"Jun 20, 2010","3.110","3.110","3.110","3.110","-3.57%"
"Jun 13, 2010","3.225","3.225","3.225","3.225","-0.25%"
"Jun 06, 2010","3.233","3.233","3.233","3.233","0.78%"
"May 30, 2010","3.208","3.208","3.208","3.208","-2.88%"
"May 23, 2010","3.303","3.303","3.303","3.303","2.07%"
"May 16, 2010","3.236","3.236","3.236","3.236","-6.34%"
"May 09, 2010","3.455","3.455","3.455","3.455","1.02%"
"May 02, 2010","3.420","3.420","3.420","3.420","-6.53%"
"Apr 25, 2010","3.659","3.659","3.659","3.659","-4.14%"
"Apr 18, 2010","3.817","3.817","3.817","3.817","1.25%"
"Apr 11, 2010","3.770","3.770","3.770","3.770","-2.86%"
"Apr 04, 2010","3.881","3.881","3.881","3.881","-1.57%"
"Mar 28, 2010","3.943","3.943","3.943","3.943","2.39%"
"Mar 21, 2010","3.851","3.851","3.851","3.851","4.28%"
"Mar 14, 2010","3.693","3.693","3.693","3.693","-0.27%"
"Mar 07, 2010","3.703","3.703","3.703","3.703","0.57%"
"Feb 28, 2010","3.682","3.682","3.682","3.682","1.74%"
"Feb 21, 2010","3.619","3.619","3.619","3.619","-4.16%"
"Feb 14, 2010","3.776","3.776","3.776","3.776","2.19%"
"Feb 07, 2010","3.695","3.695","3.695","3.695","3.47%"
"Jan 31, 2010","3.571","3.571","3.571","3.571","-0.47%"
"Jan 24, 2010","3.588","3.588","3.588","3.588","-0.36%"
"Jan 17, 2010","3.601","3.601","3.601","3.601","-2.04%"
"Jan 10, 2010","3.676","3.676","3.676","3.676","-4.17%"
"Jan 03, 2010","3.836","3.836","3.836","3.836","-0.03%"
